ID;FilialeID;ZeitID;ProduktID;Menge Ist;Menge Soll;WerbekampagneID;Preis_ Pro_ Einheit;Waehrung;KampagnenkostenEUR;Umsatz Ist;Umsatz Soll;Herstellkosten;Gewinn;Filiale-Bez;Anschrift;Filiale-PLZ;Filiale-Ort;Region;Land;LandBez;Region-Bez;Verkaufsleiter;KalMonatJahr;Jahr;Monat;Bezeichnung;Medienart;Verantwortlicher;Produktkategorie;Hersteller;Einheit;Herstellkosten je Einheit in EUR;Kurztext;Langtext
14;2;200301;50;51;50;3;586,15;EUR;13798,0;29893,649999999998;29307,5;21420;8473,649999999998;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;AT;Österreich;Europa;Roland Mendel;2003-01-01;2003;Januar;HP;Radio;Robert Difatta;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive
15;2;200301;58;48;41;0;1365,59;EUR;0,0;65548,31999999999;55989,189999999995;30240;35308,31999999999;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;AT;Österreich;Europa;Roland Mendel;2003-01-01;2003;Januar;0;0;0;Desktop;Sony;ST;630;Sony VAIO PCV-RS310 Desktop;240-GHz Pentium 4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive CD-ROM Drive
16;2;200301;66;49;46;0;230,14;EUR;0,0;11276,859999999999;10586,439999999999;6811;4465,859999999999;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;AT;Österreich;Europa;Roland Mendel;2003-01-01;2003;Januar;0;0;0;Tablet;Casio;ST;139;Casio Cassiopeia BE-300 Pocket Manager;No Description
17;2;200301;72;57;57;0;283,07;EUR;0,0;16134,99;16134,99;9918;6216,99;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;AT;Österreich;Europa;Roland Mendel;2003-01-01;2003;Januar;0;0;0;Tablet;Compaq;ST;174;Compaq iPAQ 3135 Monochrome Pocket PC Bundle;No Description
18;2;200301;80;45;44;3;391,64;EUR;13798,0;17623,8;17232,16;14130;3493,7999999999993;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;AT;Österreich;Europa;Roland Mendel;2003-01-01;2003;Januar;HP;Radio;Robert Difatta;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description
19;2;200301;90;58;61;0;361,87;EUR;0,0;20988,46;22074,07;18270;2718,459999999999;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;AT;Österreich;Europa;Roland Mendel;2003-01-01;2003;Januar;0;0;0;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description
240;3;200301;1;73;67;2;1298,04;EUR;53236,0;94756,92;86968,68;86797;7959,919999999998;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive
241;3;200301;2;59;62;0;1421,3;EUR;0,0;83856,7;88120,59999999999;50209;33647,7;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive
242;3;200301;7;66;53;0;1943,45;EUR;0,0;128267,7;103002,85;69036;59231,7;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Notebook;Apple;ST;1046;Apple iBook Notebook 141 M9009LL/A;900-MHz PowerPC G3 256 MB RAM 40 GB Hard Drive
243;3;200301;12;71;80;0;886,31;EUR;0,0;62928,009999999995;70904,79999999999;39760;23168,009999999995;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Notebook;Compaq;ST;560;Compaq Presario 1215 Notebook;1-GHz Athlon 128 MB RAM 20 GB hard drive
244;3;200301;15;75;64;2;1505,71;EUR;53236,0;112928,25;96365,44;94425;18503,25;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive
245;3;200301;17;86;99;3;1234,33;EUR;13798,0;106152,37999999999;122198,67;88494;17658,37999999999;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;HP;Radio;Robert Difatta;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
246;3;200301;20;77;89;0;1750,81;EUR;0,0;134812,37;155822,09;81928;52884,369999999995;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Notebook;IBM;ST;1064;IBM ThinkPad R40 (27232FU) Notebook;130-GHz Pentium-M Centrino 256 MB RAM 20 GB Hard Drive DVD-ROM Drive
247;3;200301;24;87;84;0;1079,99;EUR;0,0;93959,13;90719,16;91350;2609,1300000000047;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Notebook;Sony;ST;1050;Sony VAIO PCG-FRV25 Notebook;266-GHz Pentium 4 512 MB RAM 40 GB Hard Drive DVD/CD-RW Drive
248;3;200301;25;77;87;0;1685,19;EUR;0,0;129759,63;146611,53;118580;11179,630000000005;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Notebook;Sony;ST;1540;Sony VAIO PCG-GRT170 Notebook;280-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVDRW/CD-RW Drive
249;3;200301;31;73;79;2;1584,0;EUR;53236,0;115632,0;125136,0;112420;3212,0;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive
250;3;200301;32;88;102;0;1361,87;EUR;0,0;119844,56;138910,74;67760;52084,56;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Notebook;Toshiba;ST;770;Toshiba Satellite 1135-S125 Notebook;180-GHz Celeron 256 MB RAM 30 GB Hard Drive DVD/CD-RW Drive
251;3;200301;38;60;52;0;1207,48;EUR;0,0;72448,8;62788,96;54360;18088,800000000003;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Desktop;Apple;ST;906;Apple eMac Desktop 17 M8951LL/A;10-GHz PowerPC G4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive
252;3;200301;40;88;101;0;1644,48;EUR;0,0;144714,24;166092,48;70488;74226,23999999999;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Desktop;Apple;ST;801;Apple Power Mac Desktop M8839LL/A;10-GHz PowerPC G4 256 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
253;3;200301;44;83;93;0;495,44;EUR;0,0;41121,52;46075,92;23240;17881,519999999997;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive
254;3;200301;50;74;67;3;586,15;EUR;13798,0;43375,1;39272,049999999996;31080;12295,099999999999;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;HP;Radio;Robert Difatta;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive
255;3;200301;58;82;97;0;1365,59;EUR;0,0;111978,37999999999;132462,22999999998;51660;60318,37999999999;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Desktop;Sony;ST;630;Sony VAIO PCV-RS310 Desktop;240-GHz Pentium 4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive CD-ROM Drive
256;3;200301;66;88;100;0;230,14;EUR;0,0;20252,32;23014,0;12232;8020,32;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Tablet;Casio;ST;139;Casio Cassiopeia BE-300 Pocket Manager;No Description
257;3;200301;72;76;66;0;283,07;EUR;0,0;21513,32;18682,62;13224;8289,32;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Tablet;Compaq;ST;174;Compaq iPAQ 3135 Monochrome Pocket PC Bundle;No Description
258;3;200301;80;66;73;3;391,64;EUR;13798,0;25848,239999999998;28589,719999999998;20724;5124,239999999998;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;HP;Radio;Robert Difatta;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description
259;3;200301;90;57;57;0;361,87;EUR;0,0;20626,59;20626,59;17955;2671,59;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;AT;Österreich;Europa;Georg Pipps;2003-01-01;2003;Januar;0;0;0;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description
480;4;200301;1;86;100;2;1233,14;EUR;53236,0;106050,04000000001;123314,00000000001;102254;3796,040000000008;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive
481;4;200301;2;76;72;0;1350,23;EUR;0,0;102617,48;97216,56;64676;37941,479999999996;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive
482;4;200301;7;103;119;0;1846,28;EUR;0,0;190166,84;219707,32;107738;82428,84;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Notebook;Apple;ST;1046;Apple iBook Notebook 141 M9009LL/A;900-MHz PowerPC G3 256 MB RAM 40 GB Hard Drive
483;4;200301;12;68;74;0;841,99;EUR;0,0;57255,32;62307,26;38080;19175,32;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Notebook;Compaq;ST;560;Compaq Presario 1215 Notebook;1-GHz Athlon 128 MB RAM 20 GB hard drive
484;4;200301;15;71;69;2;1430,42;EUR;53236,0;101559,82;98698,98000000001;89389;12170,820000000007;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive
485;4;200301;17;92;99;3;1172,62;EUR;13798,0;107881,04;116089,37999999999;94668;13213,039999999994;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;HP;Radio;Robert Difatta;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
486;4;200301;20;85;83;0;1663,27;EUR;0,0;141377,95;138051,41;90440;50937,95000000001;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Notebook;IBM;ST;1064;IBM ThinkPad R40 (27232FU) Notebook;130-GHz Pentium-M Centrino 256 MB RAM 20 GB Hard Drive DVD-ROM Drive
487;4;200301;24;92;74;0;1025,99;EUR;0,0;94391,08;75923,26;96600;-2208,9199999999983;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Notebook;Sony;ST;1050;Sony VAIO PCG-FRV25 Notebook;266-GHz Pentium 4 512 MB RAM 40 GB Hard Drive DVD/CD-RW Drive
488;4;200301;25;83;94;0;1600,93;EUR;0,0;132877,19;150487,42;127820;5057,190000000002;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Notebook;Sony;ST;1540;Sony VAIO PCG-GRT170 Notebook;280-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVDRW/CD-RW Drive
489;4;200301;31;101;115;2;1504,8;EUR;53236,0;151984,8;173052,0;155540;-3555,2000000000116;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive
490;4;200301;32;75;73;0;1293,78;EUR;0,0;97033,5;94445,94;57750;39283,5;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Notebook;Toshiba;ST;770;Toshiba Satellite 1135-S125 Notebook;180-GHz Celeron 256 MB RAM 30 GB Hard Drive DVD/CD-RW Drive
491;4;200301;38;88;98;0;1147,1;EUR;0,0;100944,79999999999;112415,79999999999;79728;21216,79999999999;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Desktop;Apple;ST;906;Apple eMac Desktop 17 M8951LL/A;10-GHz PowerPC G4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive
492;4;200301;40;88;82;0;1562,25;EUR;0,0;137478,0;128104,5;70488;66990,0;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Desktop;Apple;ST;801;Apple Power Mac Desktop M8839LL/A;10-GHz PowerPC G4 256 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
493;4;200301;44;92;87;0;470,67;EUR;0,0;43301,64;40948,29;25760;17541,64;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive
494;4;200301;50;90;73;3;556,84;EUR;13798,0;50115,600000000006;40649,32;37800;12315,600000000006;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;HP;Radio;Robert Difatta;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive
495;4;200301;58;60;69;0;1297,31;EUR;0,0;77838,59999999999;89514,39;37800;40038,59999999999;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Desktop;Sony;ST;630;Sony VAIO PCV-RS310 Desktop;240-GHz Pentium 4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive CD-ROM Drive
496;4;200301;66;76;82;0;218,63;EUR;0,0;16615,88;17927,66;10564;6051,880000000001;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Tablet;Casio;ST;139;Casio Cassiopeia BE-300 Pocket Manager;No Description
497;4;200301;72;78;78;0;268,92;EUR;0,0;20975,760000000002;20975,760000000002;13572;7403,760000000002;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Tablet;Compaq;ST;174;Compaq iPAQ 3135 Monochrome Pocket PC Bundle;No Description
498;4;200301;80;85;90;3;372,05;EUR;13798,0;31624,25;33484,5;26690;4934,25;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;HP;Radio;Robert Difatta;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description
499;4;200301;90;103;95;0;343,78;EUR;0,0;35409,34;32659,1;32445;2964,3399999999965;Global Computer Suppliers-Bruxelles;Rue Joseph-Bens 532;B-1180;Bruxelles;EU;BE;Belgien;Europa;Catherine Dewey;2003-01-01;2003;Januar;0;0;0;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description
720;8;200301;1;110;114;2;2201,7;CAD;53236,0;242186,99999999997;250993,8;130790;111396,99999999997;Global Computer Suppliers-Montréal;43 rue St. Laurent;H1J 1C3;Montréal;NA;CA;Kanada;Nordamerika;Jean Fresnière;2003-01-01;2003;Januar;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive
721;8;200301;2;133;131;0;2410,76;CAD;0,0;320631,08;315809,56000000006;113183;207448,08000000002;Global Computer Suppliers-Montréal;43 rue St. Laurent;H1J 1C3;Montréal;NA;CA;Kanada;Nordamerika;Jean Fresnière;2003-01-01;2003;Januar;0;0;0;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive
722;8;200301;7;149;173;0;3296,42;CAD;0,0;491166,58;570280,66;155854;335312,58;Global Computer Suppliers-Montréal;43 rue St. Laurent;H1J 1C3;Montréal;NA;CA;Kanada;Nordamerika;Jean Fresnière;2003-01-01;2003;Januar;0;0;0;Notebook;Apple;ST;1046;Apple iBook Notebook 141 M9009LL/A;900-MHz PowerPC G3 256 MB RAM 40 GB Hard Drive
723;8;200301;12;124;101;0;1503,33;CAD;0,0;186412,91999999998;151836,33;69440;116972,91999999998;Global Computer Suppliers-Montréal;43 rue St. Laurent;H1J 1C3;Montréal;NA;CA;Kanada;Nordamerika;Jean Fresnière;2003-01-01;2003;Januar;0;0;0;Notebook;Compaq;ST;560;Compaq Presario 1215 Notebook;1-GHz Athlon 128 MB RAM 20 GB hard drive
724;8;200301;15;128;136;2;2553,94;CAD;53236,0;326904,32;347335,84;161152;165752,32;Global Computer Suppliers-Montréal;43 rue St. Laurent;H1J 1C3;Montréal;NA;CA;Kanada;Nordamerika;Jean Fresnière;2003-01-01;2003;Januar;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive
725;8;200301;17;134;125;3;2093,64;CAD;13798,0;280547,76;261704,99999999997;137886;142661,76;Global Computer Suppliers-Montréal;43 rue St. Laurent;H1J 1C3;Montréal;NA;CA;Kanada;Nordamerika;Jean Fresnière;2003-01-01;2003;Januar;HP;Radio;Robert Difatta;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
726;8;200301;20;100;105;0;2969,68;CAD;0,0;296968,0;311816,39999999997;106400;190568,0;Global Computer Suppliers-Montréal;43 rue St. Laurent;H1J 1C3;Montréal;NA;CA;Kanada;Nordamerika;Jean Fresnière;2003-01-01;2003;Januar;0;0;0;Notebook;IBM;ST;1064;IBM ThinkPad R40 (27232FU) Notebook;130-GHz Pentium-M Centrino 256 MB RAM 20 GB Hard Drive DVD-ROM Drive
